questionFrontendId,title,isPaidOnly,difficulty,likeDislike_ratio,likes,dislikes
369,"Plus One Linked List",1,Medium,17,618,36
347,"Top K Frequent Elements",0,Medium,17,4422,253
279,"Perfect Squares",0,Medium,17,3940,228
218,"The Skyline Problem",0,Hard,17,2669,151
97,"Interleaving String",0,Hard,17,1848,103
75,"Sort Colors",0,Medium,17,4804,272
16,"3Sum Closest",0,Medium,17,2856,164
1673,"Find the Most Competitive Subsequence",0,Medium,16,646,40
1650,"Lowest Common Ancestor of a Binary Tree III",1,Medium,16,64,4
1686,"Stone Game VI",0,Medium,16,179,11
1624,"Largest Substring Between Two Equal Characters",0,Easy,16,167,10
1594,"Maximum Non Negative Product in a Matrix",0,Medium,16,284,17
1436,"Destination City",0,Easy,16,500,30
1422,"Maximum Score After Splitting a String",0,Easy,16,287,17
1411,"Number of Ways to Paint N Ã— 3 Grid",0,Hard,16,403,24
1352,"Product of the Last K Numbers",0,Medium,16,468,28
1269,"Number of Ways to Stay in the Same Place After Some Steps",0,Hard,16,333,20
1691,"Maximum Height by Stacking Cuboids ",0,Hard,16,146,9
1147,"Longest Chunked Palindrome Decomposition",0,Hard,16,249,15
1106,"Parsing A Boolean Expression",0,Hard,16,318,19
1229,"Meeting Scheduler",1,Medium,16,316,19
1165,"Single-Row Keyboard",1,Easy,16,202,12
1010,"Pairs of Songs With Total Durations Divisible by 60",0,Medium,16,1145,69
965,"Univalued Binary Tree",0,Easy,16,736,46
922,"Sort Array By Parity II",0,Easy,16,913,57
870,"Advantage Shuffle",0,Medium,16,656,41
786,"K-th Smallest Prime Fraction",0,Hard,16,475,28
741,"Cherry Pickup",0,Hard,16,1472,89
727,"Minimum Window Subsequence",1,Hard,16,851,51
698,"Partition to K Equal Sum Subsets",0,Medium,16,2603,159
694,"Number of Distinct Islands",1,Medium,16,1109,69
680,"Valid Palindrome II",0,Easy,16,2292,143
542,"01 Matrix",0,Medium,16,2076,124
515,"Find Largest Value in Each Tree Row",0,Medium,16,1199,71
477,"Total Hamming Distance",0,Medium,16,1040,64
471,"Encode String with Shortest Length",1,Hard,16,431,26
380,"Insert Delete GetRandom O(1)",0,Medium,16,3250,194
331,"Verify Preorder Serialization of a Binary Tree",0,Medium,16,888,55
307,"Range Sum Query - Mutable",0,Medium,16,1684,100
264,"Ugly Number II",0,Medium,16,2409,150
260,"Single Number III",0,Medium,16,2111,128
188,"Best Time to Buy and Sell Stock IV",0,Hard,16,2211,135
118,"Pascal s Triangle",0,Easy,16,2194,130
24,"Swap Nodes in Pairs",0,Medium,16,3273,202
19,"Remove Nth Node From End of List",0,Medium,16,4693,286
1718,"Construct the Lexicographically Largest Valid Sequence",0,Medium,15,156,10
1717,"Maximum Score From Removing Substrings",0,Medium,15,183,12
1657,"Determine if Two Strings Are Close",0,Medium,15,384,25
1634,"Add Two Polynomials Represented as Linked Lists",1,Medium,15,30,2
1584,"Min Cost to Connect All Points",0,Medium,15,360,24
1578,"Minimum Deletion Cost to Avoid Repeating Letters",0,Medium,15,281,18
1558,"Minimum Numbers of Function Calls to Make Target Array",0,Medium,15,230,15
1490,"Clone N-ary Tree",1,Medium,15,125,8
1392,"Longest Happy Prefix",0,Hard,15,303,19
1334,"Find the City With the Smallest Number of Neighbors at a Threshold Distance",0,Medium,15,477,31
1218,"Longest Arithmetic Subsequence of Given Difference",0,Medium,15,473,30
1171,"Remove Zero Sum Consecutive Nodes from Linked List",0,Medium,15,762,48
1105,"Filling Bookcase Shelves",0,Medium,15,793,50
1048,"Longest String Chain",0,Medium,15,1414,94
1063,"Number of Valid Subarrays",1,Hard,15,120,8
1055,"Shortest Way to Form String",1,Medium,15,579,38
1000,"Minimum Cost to Merge Stones",0,Hard,15,845,55
907,"Sum of Subarray Minimums",0,Medium,15,1763,115
875,"Koko Eating Bananas",0,Medium,15,1273,81
821,"Shortest Distance to a Character",0,Easy,15,1459,93
798,"Smallest Rotation with Highest Score",0,Hard,15,256,17
795,"Number of Subarrays with Bounded Maximum",0,Medium,15,700,45
737,"Sentence Similarity II",1,Medium,15,561,36
689,"Maximum Sum of 3 Non-Overlapping Subarrays",0,Hard,15,1162,73
670,"Maximum Swap",0,Medium,15,1352,87
547,"Number of Provinces",0,Medium,15,2685,172
543,"Diameter of Binary Tree",0,Easy,15,4200,264
538,"Convert BST to Greater Tree",0,Medium,15,2234,142
456,"132 Pattern",0,Medium,15,2106,134
425,"Word Squares",1,Hard,15,689,44
317,"Shortest Distance from All Buildings",1,Hard,15,947,60
291,"Word Pattern II",1,Medium,15,487,32
215,"Kth Largest Element in an Array",0,Medium,15,5093,330
110,"Balanced Binary Tree",0,Easy,15,3156,207
83,"Remove Duplicates from Sorted List",0,Easy,15,2247,143
1696,"Jump Game VI",0,Medium,14,279,19
1609,"Even Odd Tree",0,Medium,14,230,16
1589,"Maximum Sum Obtained of Any Permutation",0,Medium,14,259,18
1537,"Get the Maximum Score",0,Hard,14,300,21
1505,"Minimum Possible Integer After at Most K Adjacent Swaps On Digits",0,Hard,14,198,14
1510,"Stone Game IV",0,Hard,14,374,25
1412,"Find the Quiet Students in All Exams",1,Hard,14,70,5
1419,"Minimum Number of Frogs Croaking",0,Medium,14,400,28
1347,"Minimum Number of Steps to Make Two Strings Anagram",0,Medium,14,469,32
1337,"The K Weakest Rows in a Matrix",0,Easy,14,531,36
1430,"Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree",1,Medium,14,87,6
1292,"Maximum Side Length of a Square with Sum Less than or Equal to Threshold",0,Medium,14,464,31
1287,"Element Appearing More Than 25% In Sorted Array",0,Easy,14,401,28
1122,"Relative Sort Array",0,Easy,14,957,66
1047,"Remove All Adjacent Duplicates In String",0,Easy,14,1312,89
994,"Rotting Oranges",0,Medium,14,2982,208
980,"Unique Paths III",0,Hard,14,1266,87
934,"Shortest Bridge",0,Medium,14,1163,81
915,"Partition Array into Disjoint Intervals",0,Medium,14,434,30
841,"Keys and Rooms",0,Medium,14,1439,102
784,"Letter Case Permutation",0,Medium,14,1673,114
702,"Search in a Sorted Array of Unknown Size",1,Medium,14,463,31
701,"Insert into a Binary Search Tree",0,Medium,14,1394,95
766,"Toeplitz Matrix",0,Easy,14,1280,88
765,"Couples Holding Hands",0,Hard,14,957,67
759,"Employee Free Time",1,Hard,14,742,51
740,"Delete and Earn",0,Medium,14,1341,95
730,"Count Different Palindromic Subsequences",0,Hard,14,715,49
692,"Top K Frequent Words",0,Medium,14,2673,183
646,"Maximum Length of Pair Chain",0,Medium,14,1241,87
642,"Design Search Autocomplete System",1,Hard,14,1202,85
603,"Consecutive Available Seats",1,Easy,14,285,20
546,"Remove Boxes",0,Hard,14,814,56
451,"Sort Characters By Frequency",0,Medium,14,2115,143
437,"Path Sum III",0,Medium,14,4749,319
409,"Longest Palindrome",0,Easy,14,1430,97
373,"Find K Pairs with Smallest Sums",0,Medium,14,1780,122
348,"Design Tic-Tac-Toe",1,Medium,14,977,68
334,"Increasing Triplet Subsequence",0,Medium,14,2269,161
95,"Unique Binary Search Trees II",0,Medium,14,2809,197
76,"Minimum Window Substring",0,Hard,14,5961,409
74,"Search a 2D Matrix",0,Medium,14,2845,191
55,"Jump Game",0,Medium,14,5684,400
5,"Longest Palindromic Substring",0,Medium,14,9607,647
1725,"Number Of Rectangles That Can Form The Largest Square",0,Easy,13,96,7
1710,"Maximum Units on a Truck",0,Easy,13,178,13
1700,"Number of Students Unable to Eat Lunch",0,Easy,13,178,13
1642,"Furthest Building You Can Reach",0,Medium,13,396,29
1535,"Find the Winner of an Array Game",0,Medium,13,287,22
1504,"Count Submatrices With All Ones",0,Medium,13,745,54
1396,"Design Underground System",0,Medium,13,481,36
1369,"Get the Second Most Recent Activity",1,Hard,13,53,4
1383,"Maximum Performance of a Team",0,Hard,13,355,26
1345,"Jump Game IV",0,Hard,13,552,41
1303,"Find the Team Size",1,Easy,13,120,9
1208,"Get Equal Substrings Within Budget",0,Medium,13,368,28
1259,"Handshakes That Don t Cross",1,Hard,13,80,6
1188,"Design Bounded Blocking Queue",1,Medium,13,233,17
1231,"Divide Chocolate",1,Hard,13,433,32
1095,"Find in Mountain Array",0,Hard,13,449,34
1215,"Stepping Numbers",1,Medium,13,131,10
1066,"Campus Bikes II",1,Medium,13,492,37
995,"Minimum Number of K Consecutive Bit Flips",0,Hard,13,464,34
974,"Subarray Sums Divisible by K",0,Medium,13,1416,108
931,"Minimum Falling Path Sum",0,Medium,13,1059,80
921,"Minimum Add to Make Parentheses Valid",0,Medium,13,1041,79
887,"Super Egg Drop",0,Hard,13,1233,94
854,"K-Similar Strings",0,Hard,13,537,41
850,"Rectangle Area II",0,Hard,13,425,32
801,"Minimum Swaps To Make Sequences Increasing",0,Medium,13,1394,100
799,"Champagne Tower",0,Medium,13,747,54
792,"Number of Matching Subsequences",0,Medium,13,1238,89
589,"N-ary Tree Preorder Traversal",0,Easy,13,827,63
429,"N-ary Tree Level Order Traversal",0,Medium,13,825,59
663,"Equal Tree Partition",1,Medium,13,319,23
650,"2 Keys Keyboard",0,Medium,13,1595,115
557,"Reverse Words in a String III",0,Easy,13,1329,99
549,"Binary Tree Longest Consecutive Sequence II",1,Medium,13,663,49
516,"Longest Palindromic Subsequence",0,Medium,13,2770,212
480,"Sliding Window Median",0,Hard,13,1248,95
448,"Find All Numbers Disappeared in an Array",0,Easy,13,3816,279
363,"Max Sum of Rectangle No Larger Than K",0,Hard,13,1019,75
316,"Remove Duplicate Letters",0,Medium,13,2180,166
243,"Shortest Word Distance",1,Easy,13,646,48
242,"Valid Anagram",0,Easy,13,2186,157
142,"Linked List Cycle II",0,Medium,13,3744,282
124,"Binary Tree Maximum Path Sum",0,Hard,13,5084,368
108,"Convert Sorted Array to Binary Search Tree",0,Easy,13,3412,257
48,"Rotate Image",0,Medium,13,4263,311
1557,"Minimum Number of Vertices to Reach All Nodes",0,Medium,12,426,34
1502,"Can Make Arithmetic Progression From Sequence",0,Easy,12,277,23
1331,"Rank Transform of an Array",0,Easy,12,393,32
1130,"Minimum Cost Tree From Leaf Values",0,Medium,12,1876,145
1286,"Iterator for Combination",0,Medium,12,553,46
1091,"Shortest Path in Binary Matrix",0,Medium,12,796,62
1213,"Intersection of Three Sorted Arrays",1,Easy,12,230,19
1198,"Find Smallest Common Element in All Rows",1,Medium,12,165,13
997,"Find the Town Judge",0,Easy,12,1365,110
894,"All Possible Full Binary Trees",0,Medium,12,1264,104
778,"Swim in Rising Water",0,Hard,12,797,62
776,"Split BST",1,Medium,12,711,55
590,"N-ary Tree Postorder Traversal",0,Easy,12,887,73
715,"Range Module",0,Hard,12,575,47
669,"Trim a Binary Search Tree",0,Medium,12,2635,208
653,"Two Sum IV - Input is a BST",0,Easy,12,1857,148
611,"Valid Triangle Number",0,Medium,12,1287,102
530,"Minimum Absolute Difference in BST",0,Easy,12,1114,87
476,"Number Complement",0,Easy,12,1084,85
462,"Minimum Moves to Equal Array Elements II",0,Medium,12,615,51
461,"Hamming Distance",0,Easy,12,2091,174
460,"LFU Cache",0,Hard,12,1789,146
399,"Evaluate Division",0,Medium,12,3166,250
381,"Insert Delete GetRandom O(1) - Duplicates allowed",0,Hard,12,1049,85
318,"Maximum Product of Word Lengths",0,Medium,12,957,79
296,"Best Meeting Point",1,Hard,12,570,46
270,"Closest Binary Search Tree Value",1,Easy,12,947,74
238,"Product of Array Except Self",0,Medium,12,6635,519
224,"Basic Calculator",0,Hard,12,1968,155
59,"Spiral Matrix II",0,Medium,12,1522,125
11,"Container With Most Water",0,Medium,12,8298,657
1724,"Checking Existence of Edge Length Limited Paths II",1,Hard,11,11,1
1742,"Maximum Number of Balls in a Box",0,Easy,11,79,7
1684,"Count the Number of Consistent Strings",0,Easy,11,178,16
1553,"Minimum Number of Days to Eat N Oranges",0,Hard,11,375,32
1545,"Find Kth Bit in Nth Binary String",0,Medium,11,198,18
1512,"Number of Good Pairs",0,Easy,11,891,80
1494,"Parallel Courses II",0,Hard,11,312,28
1381,"Design a Stack With Increment Operation",0,Medium,11,469,42
1339,"Maximum Product of Splitted Binary Tree",0,Medium,11,462,40
1267,"Count Servers that Communicate",0,Medium,11,489,44
1253,"Reconstruct a 2-Row Binary Matrix",0,Medium,11,179,15
1191,"K-Concatenation Maximum Sum",0,Medium,11,453,41
1115,"Print FooBar Alternately",0,Medium,11,336,29
511,"Game Play Analysis I",1,Easy,11,58,5
1166,"Design File System",1,Medium,11,132,12
1022,"Sum of Root To Leaf Binary Numbers",0,Easy,11,1034,87
903,"Valid Permutations for DI Sequence",0,Hard,11,335,29
430,"Flatten a Multilevel Doubly Linked List",0,Medium,11,2038,184
426,"Convert Binary Search Tree to Sorted Doubly Linked List",1,Medium,11,1188,106
735,"Asteroid Collision",0,Medium,11,1750,154
691,"Stickers to Spell Word",0,Hard,11,475,42
1721,"Swapping Nodes in a Linked List",0,Medium,11,179,16
473,"Matchsticks to Square",0,Medium,11,724,62
403,"Frog Jump",0,Hard,11,1409,125
294,"Flip Game II",1,Medium,11,440,37
256,"Paint House",1,Medium,11,1116,98
255,"Verify Preorder Sequence in Binary Search Tree",1,Medium,11,708,60
229,"Majority Element II",0,Medium,11,2430,213
173,"Binary Search Tree Iterator",0,Medium,11,3402,306
117,"Populating Next Right Pointers in Each Node II",0,Medium,11,2243,195
35,"Search Insert Position",0,Easy,11,3143,285
33,"Search in Rotated Sorted Array",0,Medium,11,6874,607
1687,"Delivering Boxes from Storage to Ports",0,Hard,10,113,11
1498,"Number of Subsequences That Satisfy the Given Sum Condition",0,Medium,10,481,48
1497,"Check If Array Pairs Are Divisible by k",0,Medium,10,395,39
1480,"Running Sum of 1d Array",0,Easy,10,968,94
1475,"Final Prices With a Special Discount in a Shop",0,Easy,10,376,35
1404,"Number of Steps to Reduce a Number in Binary Representation to One",0,Medium,10,265,25
1380,"Lucky Numbers in a Matrix",0,Easy,10,428,41
1376,"Time Needed to Inform All Employees",0,Medium,10,691,64
1338,"Reduce Array Size to The Half",0,Medium,10,372,37
1342,"Number of Steps to Reduce a Number to Zero",0,Easy,10,689,68
1309,"Decrypt String from Alphabet to Integer Mapping",0,Easy,10,485,48
1270,"All People Report to the Given Manager",1,Medium,10,153,14
1268,"Search Suggestions System",0,Medium,10,892,89
1255,"Maximum Score Words Formed by Letters",0,Hard,10,248,24
1225,"Report Contiguous Dates",1,Hard,10,109,10
1204,"Last Person to Fit in the Elevator",1,Medium,10,114,11
1706,"Where Will the Ball Fall",0,Medium,10,183,17
1189,"Maximum Number of Balloons",0,Easy,10,450,45
1156,"Swap For Longest Repeated Character Substring",0,Medium,10,433,40
1272,"Remove Interval",1,Medium,10,180,17
1214,"Two Sum BSTs",1,Medium,10,240,22
1072,"Flip Columns For Maximum Number of Equal Rows",0,Medium,10,329,30
1052,"Grumpy Bookstore Owner",0,Medium,10,649,63
1038,"Binary Search Tree to Greater Sum Tree",0,Medium,10,1187,109
1133,"Largest Unique Number",1,Easy,10,120,11
890,"Find and Replace Pattern",0,Medium,10,887,83
828,"Count Unique Characters of All Substrings of a Given String",0,Hard,10,570,56
785,"Is Graph Bipartite?",0,Medium,10,2150,208
465,"Optimal Account Balancing",1,Hard,10,703,70
446,"Arithmetic Slices II - Subsequence",0,Hard,10,624,62
445,"Add Two Numbers II",0,Medium,10,2123,195
404,"Sum of Left Leaves",0,Easy,10,1669,161
362,"Design Hit Counter",1,Medium,10,973,94
336,"Palindrome Pairs",0,Hard,10,1660,164
333,"Largest BST Subtree",1,Medium,10,782,75
280,"Wiggle Sort",1,Medium,10,706,68
234,"Palindrome Linked List",0,Easy,10,4593,421
222,"Count Complete Tree Nodes",0,Medium,10,2678,247
214,"Shortest Palindrome",0,Hard,10,1497,146
155,"Min Stack",0,Easy,10,4547,420
153,"Find Minimum in Rotated Sorted Array",0,Medium,10,3086,287
57,"Insert Interval",0,Medium,10,2558,233
17,"Letter Combinations of a Phone Number",0,Medium,10,5289,488
13,"Roman to Integer",0,Easy,10,50,5
1702,"Maximum Binary String After Change",0,Medium,9,165,18
1701,"Average Waiting Time",0,Medium,9,117,13
1655,"Distribute Repeating Integers",0,Hard,9,100,11
1598,"Crawler Log Folder",0,Easy,9,159,16
1552,"Magnetic Force Between Two Balls",0,Medium,9,449,47
1544,"Make The String Great",0,Easy,9,333,36
1518,"Water Bottles",0,Easy,9,365,37
1495,"Friendly Movies Streamed Last Month",1,Easy,9,28,3
1531,"String Compression II",0,Hard,9,265,27
1523,"Count Odd Numbers in an Interval Range",0,Easy,9,185,20
1454,"Active Users",1,Medium,9,134,14
1443,"Minimum Time to Collect All Apples in a Tree",0,Medium,9,513,56
1407,"Top Travellers",1,Easy,9,45,5
1414,"Find the Minimum Number of Fibonacci Numbers Whose Sum Is K",0,Medium,9,362,40
1350,"Students With Invalid Departments",1,Easy,9,66,7
1359,"Count All Valid Pickup and Delivery Options",0,Hard,9,249,27
1335,"Minimum Difficulty of a Job Schedule",0,Hard,9,496,51
1326,"Minimum Number of Taps to Open to Water a Garden",0,Hard,9,490,53
1318,"Minimum Flips to Make a OR b Equal to c",0,Medium,9,201,21
1296,"Divide Array in Sets of K Consecutive Numbers",0,Medium,9,618,63
1239,"Maximum Length of a Concatenated String with Unique Characters",0,Medium,9,720,78
1184,"Distance Between Bus Stops",0,Easy,9,314,34
1126,"Active Businesses",1,Medium,9,108,12
1289,"Minimum Falling Path Sum II",0,Hard,9,329,33
1291,"Sequential Digits",0,Medium,9,492,52
1257,"Smallest Common Region",1,Medium,9,187,19
1102,"Path With Maximum Minimum Value",1,Medium,9,625,68
1029,"Two City Scheduling",0,Medium,9,1727,190
1099,"Two Sum Less Than K",1,Easy,9,480,52
1087,"Brace Expansion",1,Medium,9,305,33
1009,"Complement of Base 10 Integer",0,Easy,9,417,43
1005,"Maximize Sum Of Array After K Negations",0,Easy,9,497,53
1002,"Find Common Characters",0,Easy,9,1293,133
976,"Largest Perimeter Triangle",0,Easy,9,479,52
920,"Number of Music Playlists",0,Hard,9,503,51
849,"Maximize Distance to Closest Person",0,Medium,9,1208,126
847,"Shortest Path Visiting All Nodes",0,Hard,9,726,76
846,"Hand of Straights",0,Medium,9,893,93
838,"Push Dominoes",0,Medium,9,764,77
818,"Race Car",0,Hard,9,600,66
700,"Search in a Binary Search Tree",0,Easy,9,1254,127
757,"Set Intersection Size At Least Two",0,Hard,9,333,37
743,"Network Delay Time",0,Medium,9,2321,243
664,"Strange Printer",0,Hard,9,538,55
644,"Maximum Average Subarray II",1,Hard,9,469,51
637,"Average of Levels in Binary Tree",0,Easy,9,1659,180
594,"Longest Harmonious Subsequence",0,Easy,9,1086,117
586,"Customer Placing the Largest Number of Orders",1,Easy,9,130,14
570,"Managers with at Least 5 Direct Reports",1,Medium,9,128,14
565,"Array Nesting",0,Medium,9,977,105
502,IPO,0,Hard,9,466,47
459,"Repeated Substring Pattern",0,Easy,9,2230,226
421,"Maximum XOR of Two Numbers in an Array",0,Medium,9,1904,207
392,"Is Subsequence",0,Easy,9,2179,229
346,"Moving Average from Data Stream",1,Easy,9,775,83
287,"Find the Duplicate Number",0,Medium,9,6721,723
259,"3Sum Smaller",1,Medium,9,780,80
232,"Implement Queue using Stacks",0,Easy,9,1532,162
201,"Bitwise AND of Numbers Range",0,Medium,9,1270,141
183,"Customers Who Never Order",0,Easy,9,485,53
179,"Largest Number",0,Medium,9,2771,298
114,"Flatten Binary Tree to Linked List",0,Medium,9,3835,391
15,3Sum,0,Medium,9,9377,965
1715,"Count Apples and Oranges",1,Medium,8,16,2
1732,"Find the Highest Altitude",0,Easy,8,107,12
1712,"Ways to Split Array Into Three Subarrays",0,Medium,8,279,32
1621,"Number of Sets of K Non-Overlapping Line Segments",0,Medium,8,168,20
1601,"Maximum Number of Achievable Transfer Requests",0,Hard,8,161,19
1564,"Put Boxes Into the Warehouse I",1,Medium,8,61,7
1588,"Sum of All Odd Length Subarrays",0,Easy,8,526,64
1509,"Minimum Difference Between Largest and Smallest Value in Three Moves",0,Medium,8,257,32
1481,"Least Number of Unique Integers after K Removals",0,Medium,8,289,33
1470,"Shuffle the Array",0,Easy,8,922,110
1424,"Diagonal Traverse II",0,Medium,8,443,54
1400,"Construct K Palindrome Strings",0,Medium,8,291,36
1295,"Find Numbers with Even Number of Digits",0,Easy,8,574,71
1284,"Minimum Number of Flips to Convert Binary Matrix to Zero Matrix",0,Hard,8,266,30
1251,"Average Selling Price",1,Easy,8,134,16
1224,"Maximum Equal Frequency",0,Hard,8,234,27
1212,"Team Scores in Football Tournament",1,Medium,8,129,15
1206,"Design Skiplist",0,Hard,8,219,25
1178,"Number of Valid Words for Each Puzzle",0,Hard,8,260,32
1157,"Online Majority Element In Subarray",0,Hard,8,280,32
1330,"Reverse Subarray To Maximize Array Value",0,Hard,8,209,26
1137,"N-th Tribonacci Number",0,Easy,8,456,51
1124,"Longest Well-Performing Interval",0,Medium,8,553,69
1199,"Minimum Time to Build Blocks",1,Hard,8,113,14
1228,"Missing Number In Arithmetic Progression",1,Easy,8,106,12
1183,"Maximum Number of Ones",1,Hard,8,73,9
1196,"How Many Apples Can You Put into the Basket",1,Easy,8,91,11
952,"Largest Component Size by Common Factor",0,Hard,8,540,67
941,"Valid Mountain Array",0,Easy,8,793,89
901,"Online Stock Span",0,Medium,8,1287,155
879,"Profitable Schemes",0,Hard,8,278,31
860,"Lemonade Change",0,Easy,8,773,92
857,"Minimum Cost to Hire K Workers",0,Hard,8,1083,122
641,"Design Circular Deque",0,Medium,8,354,42
823,"Binary Trees With Factors",0,Medium,8,345,39
706,"Design HashMap",0,Easy,8,1263,141
654,"Maximum Binary Tree",0,Medium,8,2303,262
624,"Maximum Distance in Arrays",1,Medium,8,480,59
573,"Squirrel Simulation",1,Medium,8,254,29
566,"Reshape the Matrix",0,Easy,8,931,107
493,"Reverse Pairs",0,Hard,8,1221,137
490,"The Maze",1,Medium,8,958,107
439,"Ternary Expression Parser",1,Medium,8,283,32
432,"All O`one Data Structure",0,Hard,8,740,87
406,"Queue Reconstruction by Height",0,Medium,8,3825,433
395,"Longest Substring with At Least K Repeating Characters",0,Medium,8,2247,255
386,"Lexicographical Numbers",0,Medium,8,696,87
377,"Combination Sum IV",0,Medium,8,1846,220
328,"Odd Even Linked List",0,Medium,8,2776,330
327,"Count of Range Sum",0,Hard,8,969,108
290,"Word Pattern",0,Easy,8,1694,208
277,"Find the Celebrity",1,Medium,8,1383,154
266,"Palindrome Permutation",1,Easy,8,527,59
181,"Employees Earning More Than Their Managers",0,Easy,8,741,88
171,"Excel Sheet Column Number",0,Easy,8,1529,190
160,"Intersection of Two Linked Lists",0,Easy,8,4856,549
126,"Word Ladder II",0,Hard,8,2275,275
120,Triangle,0,Medium,8,2611,296
107,"Binary Tree Level Order Traversal II",0,Easy,8,1974,235
98,"Validate Binary Search Tree",0,Medium,8,5424,645
73,"Set Matrix Zeroes",0,Medium,8,3037,352
63,"Unique Paths II",0,Medium,8,2418,278
25,"Reverse Nodes in k-Group",0,Hard,8,3249,394
21,"Merge Two Sorted Lists",0,Easy,8,6049,719
1731,"The Number of Employees Which Report to Each Employee",1,Easy,7,15,2
1739,"Building Boxes",0,Hard,7,114,15
1678,"Goal Parser Interpretation",0,Easy,7,171,23
1674,"Minimum Moves to Make Array Complementary",0,Medium,7,240,33
1665,"Minimum Initial Energy to Finish Tasks",0,Hard,7,182,23
1612,"Check If Two Expression Trees are Equivalent",1,Medium,7,49,7
1596,"The Most Frequently Ordered Products for Each Customer",1,Medium,7,45,6
1586,"Binary Search Tree Iterator II",1,Medium,7,60,8
1569,"Number of Ways to Reorder Array to Get Same BST",0,Hard,7,171,22
1520,"Maximum Number of Non-Overlapping Substrings",0,Hard,7,320,44
1489,"Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree",0,Hard,7,209,29
1472,"Design Browser History",0,Medium,7,392,51
1393,"Capital Gain/Loss",1,Medium,7,71,10
1395,"Count Number of Teams",0,Medium,7,790,112
1387,"Sort Integers by The Power Value",0,Medium,7,347,49
1366,"Rank Teams by Votes",0,Medium,7,377,51
1354,"Construct Target Array With Multiple Sums",0,Hard,7,240,34
1353,"Maximum Number of Events That Can Be Attended",0,Medium,7,706,94
1280,"Students and Examinations",1,Easy,7,135,18
