questionFrontendId,title,isPaidOnly,difficulty,likeDislike_ratio,likes,dislikes
93,"Restore IP Addresses",0,Medium,2,1625,545
80,"Remove Duplicates from Sorted Array II",0,Medium,2,1699,769
71,"Simplify Path",0,Medium,2,201,75
43,"Multiply Strings",0,Medium,2,2250,945
31,"Next Permutation",0,Medium,2,4917,1696
1736,"Latest Time by Replacing Hidden Digits",0,Easy,1,74,39
1711,"Count Good Meals",0,Medium,1,164,123
1683,"Invalid Tweets",1,Easy,1,27,24
1705,"Maximum Number of Eaten Apples",0,Medium,1,214,112
1719,"Number Of Ways To Reconstruct A Tree",0,Hard,1,49,39
1714,"Sum Of Special Evenly-Spaced Elements In Array",1,Hard,1,8,7
1689,"Partitioning Into Minimum Number Of Deci-Binary Numbers",0,Medium,1,133,117
1680,"Concatenation of Consecutive Binary Numbers",0,Medium,1,223,165
1681,"Minimum Incompatibility",0,Hard,1,99,77
1651,"Hopper Company Queries III",1,Hard,1,5,5
1638,"Count Substrings That Differ by One Character",0,Medium,1,141,86
1616,"Split Two Strings to Make Palindrome",0,Medium,1,246,143
1611,"Minimum One Bit Operations to Make Integers Zero",0,Hard,1,122,90
1576,"Replace All ? s to Avoid Consecutive Repeating Characters",0,Easy,1,150,86
1568,"Minimum Number of Days to Disconnect Island",0,Hard,1,170,95
1548,"The Most Similar Path in a Graph",1,Hard,1,121,61
1543,"Fix Product Name Format",1,Easy,1,26,17
1540,"Can Convert String in K Moves",0,Medium,1,188,147
1503,"Last Moment Before All Ants Fall Out of a Plank",0,Medium,1,208,142
1467,"Probability of a Two Boxes Having The Same Number of Distinct Balls",0,Hard,1,143,114
1465,"Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts",0,Medium,1,179,90
1452,"People Whose List of Favorite Companies Is Not a Subset of Another List",0,Medium,1,148,148
1437,"Check If All 1 s Are at Least Length K Places Away",0,Easy,1,239,173
1397,"Find All Good Strings",0,Hard,1,172,88
1378,"Replace Employee ID With The Unique Identifier",1,Easy,1,32,19
1391,"Check if There is a Valid Path in a Grid",0,Medium,1,289,161
1386,"Cinema Seat Allocation",0,Medium,1,209,154
1341,"Movie Rating",1,Medium,1,51,28
1317,"Convert Integer to the Sum of Two No-Zero Integers",0,Easy,1,148,145
1304,"Find N Unique Integers Sum up to Zero",0,Easy,1,483,283
1298,"Maximum Candies You Can Get from Boxes",0,Hard,1,107,92
1297,"Maximum Number of Occurrences of a Substring",0,Medium,1,291,175
1282,"Group the People Given the Group Size They Belong To",0,Medium,1,496,352
1238,"Circular Permutation in Binary Representation",0,Medium,1,130,120
1221,"Split a String in Balanced Strings",0,Easy,1,901,554
1194,"Tournament Winners",1,Hard,1,55,29
1195,"Fizz Buzz Multithreaded",0,Medium,1,219,154
1201,"Ugly Number III",0,Medium,1,381,269
1179,"Reformat Department Table",0,Easy,1,232,167
1174,"Immediate Food Delivery II",1,Medium,1,44,36
1177,"Can Make Palindrome from Substring",0,Medium,1,319,183
1362,"Closest Divisors",0,Medium,1,95,61
1144,"Decrease Elements To Make Array Zigzag",0,Medium,1,155,116
1141,"User Activity for the Past 30 Days I",1,Easy,1,41,31
1131,"Maximum of Absolute Value Expression",0,Medium,1,276,241
1127,"User Purchase Platform",1,Hard,1,78,59
1116,"Print Zero Even Odd",0,Medium,1,222,150
1107,"New Users Daily Count",1,Medium,1,57,48
1096,"Brace Expansion II",0,Hard,1,251,155
1243,"Array Transformation",1,Easy,1,76,39
1068,"Product Sales Analysis I",1,Easy,1,54,47
1119,"Remove Vowels from a String",1,Easy,1,155,88
1023,"Camelcase Matching",0,Medium,1,310,163
1017,"Convert to Base -2",0,Medium,1,212,181
1056,"Confusing Number",1,Easy,1,103,76
1058,"Minimize Rounding Error to Meet Target",1,Medium,1,87,81
948,"Bag of Tokens",0,Medium,1,458,254
924,"Minimize Malware Spread",0,Hard,1,379,291
911,"Online Election",0,Medium,1,443,365
899,"Orderly Queue",0,Hard,1,241,222
882,"Reachable Nodes In Subdivided Graph",0,Hard,1,175,152
867,"Transpose Matrix",0,Easy,1,576,328
859,"Buddy Strings",0,Easy,1,871,603
837,"New 21 Game",0,Medium,1,668,396
708,"Insert into a Sorted Circular Linked List",1,Medium,1,469,388
804,"Unique Morse Code Words",0,Easy,1,873,804
790,"Domino and Tromino Tiling",0,Medium,1,493,270
781,"Rabbits in Forest",0,Medium,1,355,349
777,"Swap Adjacent in LR String",0,Medium,1,494,475
703,"Kth Largest Element in a Stream",0,Easy,1,1084,646
758,"Bold Words in String",1,Easy,1,169,86
754,"Reach a Number",0,Medium,1,669,528
745,"Prefix and Suffix Search",0,Hard,1,443,223
736,"Parse Lisp Expression",0,Hard,1,311,234
697,"Degree of an Array",0,Easy,1,1180,896
690,"Employee Importance",0,Easy,1,881,816
686,"Repeated String Match",0,Medium,1,969,827
683,"K Empty Slots",1,Hard,1,637,600
675,"Cut Off Trees for Golf Event",0,Hard,1,634,366
657,"Robot Return to Origin",0,Easy,1,1193,688
649,"Dota2 Senate",0,Medium,1,308,250
638,"Shopping Offers",0,Medium,1,678,507
634,"Find the Derangement of An Array",1,Medium,1,142,123
633,"Sum of Square Numbers",0,Medium,1,635,367
627,"Swap Salary",0,Easy,1,565,308
626,"Exchange Seats",0,Medium,1,389,283
625,"Minimum Factorization",1,Medium,1,101,90
620,"Not Boring Movies",0,Easy,1,333,316
619,"Biggest Single Number",1,Easy,1,84,77
587,"Erect the Fence",0,Hard,1,273,198
585,"Investments in 2016",1,Medium,1,122,103
584,"Find Customer Referee",1,Easy,1,96,60
577,"Employee Bonus",1,Easy,1,105,53
569,"Median Employee Salary",1,Hard,1,124,77
529,Minesweeper,0,Medium,1,799,618
527,"Word Abbreviation",1,Hard,1,244,157
504,"Base 7",0,Easy,1,278,158
466,"Count The Repetitions",0,Hard,1,211,187
441,"Arranging Coins",0,Easy,1,832,774
422,"Valid Word Square",1,Easy,1,204,132
419,"Battleships in a Board",0,Medium,1,887,569
411,"Minimum Unique Word Abbreviation",1,Hard,1,141,130
397,"Integer Replacement",0,Medium,1,472,352
390,"Elimination Game",0,Medium,1,527,393
284,"Peeking Iterator",0,Medium,1,617,439
268,"Missing Number",0,Easy,1,2536,2440
262,"Trips and Users",0,Hard,1,470,317
251,"Flatten 2D Vector",1,Medium,1,419,242
248,"Strobogrammatic Number III",1,Hard,1,209,152
228,"Summary Ranges",0,Easy,1,911,665
225,"Implement Stack using Queues",0,Easy,1,936,657
217,"Contains Duplicate",0,Easy,1,1423,824
197,"Rising Temperature",0,Easy,1,481,245
192,"Word Frequency",0,Medium,1,252,172
177,"Nth Highest Salary",0,Medium,1,557,436
176,"Second Highest Salary",0,Easy,1,1015,511
170,"Two Sum III - Data structure design",1,Easy,1,373,282
147,"Insertion Sort List",0,Medium,1,947,667
133,"Clone Graph",0,Medium,1,2692,1626
122,"Best Time to Buy and Sell Stock II",0,Easy,1,3622,1911
91,"Decode Ways",0,Medium,1,3931,3373
61,"Rotate List",0,Medium,1,2059,1122
14,"Longest Common Prefix",0,Easy,1,3648,2121
9,"Palindrome Number",0,Easy,1,3008,1697
1744,"Can You Eat Your Favorite Candy on Your Favorite Day?",0,Medium,0,50,161
1737,"Change Minimum Characters to Satisfy One of Three Conditions",0,Medium,0,121,174
1708,"Largest Subarray Length K",1,Easy,0,26,37
1733,"Minimum Number of People to Teach",0,Medium,0,65,200
1677,"Product s Worth Over Invoices",1,Easy,0,8,14
1694,"Reformat Phone Number",0,Easy,0,79,85
1667,"Fix Names in a Table",1,Easy,0,11,14
1666,"Change the Root of a Binary Tree",1,Medium,0,23,47
1656,"Design an Ordered Stream",0,Easy,0,68,467
1646,"Get Maximum in Generated Array",0,Easy,0,143,215
1623,"All Valid Triplets That Can Represent a Country",1,Easy,0,22,30
1625,"Lexicographically Smallest String After Applying Operations",0,Medium,0,121,172
1637,"Widest Vertical Area Between Two Points Containing No Points",0,Medium,0,58,175
1610,"Maximum Number of Visible Points",0,Hard,0,121,188
1620,"Coordinate With Maximum Network Quality",0,Medium,0,42,137
1600,"Throne Inheritance",0,Medium,0,97,151
1599,"Maximum Profit of Operating a Centennial Wheel",0,Medium,0,48,177
1592,"Rearrange Spaces Between Words",0,Easy,0,110,113
1604,"Alert Using Same Key-Card Three or More Times in a One Hour Period",0,Medium,0,78,137
1583,"Count Unhappy Friends",0,Medium,0,93,351
1560,"Most Visited Sector in  a Circular Track",0,Easy,0,110,275
1527,"Patients With a Condition",1,Easy,0,20,47
1534,"Count Good Triplets",0,Easy,0,176,487
1516,"Move Sub-Tree of N-Ary Tree",1,Hard,0,12,27
1519,"Number of Nodes in the Sub-Tree With the Same Label",0,Medium,0,219,235
1500,"Design a File Sharing System",1,Medium,0,22,55
1515,"Best Position for a Service Centre",0,Hard,0,102,135
1487,"Making File Names Unique",0,Medium,0,204,356
1459,"Rectangles Area",1,Medium,0,28,41
1476,"Subrectangle Queries",0,Medium,0,157,433
1435,"Create a Session Bar Chart",1,Easy,0,52,100
1453,"Maximum Number of Darts Inside of a Circular Dartboard",0,Hard,0,84,206
1441,"Build an Array With Stack Operations",0,Easy,0,229,390
1421,"NPV Queries",1,Medium,0,10,143
1418,"Display Table of Food Orders in a Restaurant",0,Medium,0,103,220
1432,"Max Difference You Can Get From Changing an Integer",0,Medium,0,96,125
1410,"HTML Entity Parser",0,Medium,0,78,197
1409,"Queries on a Permutation With Key",0,Medium,0,172,336
1403,"Minimum Subsequence in Non-Increasing Order",0,Easy,0,182,251
1389,"Create Target Array in the Given Order",0,Easy,0,415,569
1399,"Count Largest Group",0,Easy,0,162,404
1379,"Find a Corresponding Node of a Binary Tree in a Clone of That Tree",0,Medium,0,407,543
1364,"Number of Trusted Contacts of a Customer",1,Medium,0,27,151
1374,"Generate a String With Characters That Have Odd Counts",0,Easy,0,156,680
1385,"Find the Distance Value Between Two Arrays",0,Easy,0,155,627
1370,"Increasing Decreasing String",0,Easy,0,309,321
1348,"Tweet Counts Per Frequency",0,Medium,0,90,554
1336,"Number of Transactions per Visit",1,Hard,0,28,147
1357,"Apply Discount Every n Orders",0,Medium,0,70,99
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",0,Medium,0,116,117
1332,"Remove Palindromic Subsequences",0,Easy,0,301,616
1311,"Get Watched Videos by Your Friends",0,Medium,0,136,213
1279,"Traffic Light Controlled Intersection",1,Easy,0,33,183
1276,"Number of Burgers with No Waste of Ingredients",0,Medium,0,132,148
1252,"Cells with Odd Values in a Matrix",0,Easy,0,411,679
1241,"Number of Comments per Post",1,Easy,0,86,195
1250,"Check If It Is a Good Array",0,Hard,0,127,200
1227,"Airplane Seat Assignment Probability",0,Medium,0,235,414
1240,"Tiling a Rectangle with the Fewest Squares",0,Hard,0,267,280
1237,"Find Positive Integer Solution for a Given Equation",0,Medium,0,202,869
1226,"The Dining Philosophers",0,Medium,0,115,117
1211,"Queries Quality and Percentage",1,Easy,0,49,87
1205,"Monthly Transactions II",1,Medium,0,67,181
1185,"Day of the Week",0,Easy,0,150,1367
1390,"Four Divisors",0,Medium,0,91,108
1507,"Reformat Date",0,Easy,0,96,192
1176,"Diet Plan Performance",1,Easy,0,75,208
1175,"Prime Arrangements",0,Easy,0,155,265
1360,"Number of Days Between Two Dates",0,Easy,0,86,486
1170,"Compare Strings by Frequency of the Smallest Character",0,Medium,0,326,783
1169,"Invalid Transactions",0,Medium,0,130,845
1236,"Web Crawler",1,Medium,0,119,148
1154,"Day of the Year",0,Easy,0,137,199
1328,"Break a Palindrome",0,Medium,0,254,277
1142,"User Activity for the Past 30 Days II",1,Easy,0,44,172
1316,"Distinct Echo Substrings",0,Hard,0,100,134
1313,"Decompress Run-Length Encoded List",0,Easy,0,397,729
1132,"Reported Posts II",1,Medium,0,70,225
1123,"Lowest Common Ancestor of Deepest Leaves",0,Medium,0,602,610
1113,"Reported Posts",1,Easy,0,36,165
1111,"Maximum Nesting Depth of Two Valid Parentheses Strings",0,Medium,0,169,798
1108,"Defanging an IP Address",0,Easy,0,587,1068
1271,Hexspeak,1,Easy,0,40,71
1098,"Unpopular Books",1,Medium,0,81,200
1256,"Encode Number",1,Medium,0,39,134
1093,"Statistics from a Large Sample",0,Medium,0,78,307
1090,"Largest Values From Labels",0,Medium,0,165,410
1075,"Project Employees I",1,Easy,0,34,44
1080,"Insufficient Nodes in Root to Leaf Paths",0,Medium,0,228,373
1078,"Occurrences After Bigram",0,Easy,0,199,216
1070,"Product Sales Analysis III",1,Medium,0,46,155
1069,"Product Sales Analysis II",1,Easy,0,30,83
1053,"Previous Permutation With One Swap",0,Medium,0,220,279
1051,"Height Checker",0,Easy,0,369,1738
1163,"Last Substring in Lexicographical Order",0,Hard,0,294,337
1181,"Before and After Puzzle",1,Medium,0,59,127
1042,"Flower Planting With No Adjacent",0,Medium,0,490,535
1037,"Valid Boomerang",0,Easy,0,138,271
1040,"Moving Stones Until Consecutive II",0,Medium,0,209,383
1152,"Analyze User Website Visit Pattern",1,Medium,0,145,1310
1034,"Coloring A Border",0,Medium,0,174,321
1033,"Moving Stones Until Consecutive",0,Easy,0,94,496
1118,"Number of Days in a Month",1,Easy,0,17,107
1025,"Divisor Game",0,Easy,0,660,1826
1085,"Sum of Digits in the Minimum Number",1,Easy,0,51,115
1021,"Remove Outermost Parentheses",0,Easy,0,713,784
1016,"Binary String With Substrings Representing 1 To N",0,Medium,0,148,375
1015,"Smallest Integer Divisible by K",0,Medium,0,353,381
1006,"Clumsy Factorial",0,Medium,0,112,161
1003,"Check If Word Is Valid After Substitutions",0,Medium,0,296,368
999,"Available Captures for Rook",0,Easy,0,286,477
998,"Maximum Binary Tree II",0,Medium,0,225,477
987,"Vertical Order Traversal of a Binary Tree",0,Hard,0,1280,2304
984,"String Without AAA or BBB",0,Medium,0,265,271
982,"Triples with Bitwise AND Equal To Zero",0,Hard,0,139,150
972,"Equal Rational Numbers",0,Hard,0,51,158
969,"Pancake Sorting",0,Medium,0,710,923
966,"Vowel Spellchecker",0,Medium,0,189,346
963,"Minimum Area Rectangle II",0,Medium,0,188,275
957,"Prison Cells After N Days",0,Medium,0,906,1215
949,"Largest Time for Given Digits",0,Medium,0,429,813
944,"Delete Columns to Make Sorted",0,Easy,0,205,1797
937,"Reorder Data in Log Files",0,Easy,0,972,2752
933,"Number of Recent Calls",0,Easy,0,538,2101
932,"Beautiful Array",0,Medium,0,435,540
909,"Snakes and Ladders",0,Medium,0,519,1053
908,"Smallest Range I",0,Easy,0,288,1267
906,"Super Palindromes",0,Hard,0,92,172
904,"Fruit Into Baskets",0,Medium,0,1086,1580
893,"Groups of Special-Equivalent Strings",0,Easy,0,315,1225
892,"Surface Area of 3D Shapes",0,Easy,0,290,437
885,"Spiral Matrix III",0,Medium,0,291,365
883,"Projection Area of 3D Shapes",0,Easy,0,288,932
478,"Generate Random Point in a Circle",0,Medium,0,196,308
497,"Random Point in Non-overlapping Rectangles",0,Medium,0,320,517
528,"Random Pick with Weight",0,Medium,0,1100,2659
877,"Stone Game",0,Medium,0,987,1241
874,"Walking Robot Simulation",0,Easy,0,218,933
868,"Binary Gap",0,Easy,0,276,544
866,"Prime Palindrome",0,Medium,0,230,606
858,"Mirror Reflection",0,Medium,0,322,640
852,"Peak Index in a Mountain Array",0,Easy,0,943,1337
851,"Loud and Rich",0,Medium,0,305,325
843,"Guess the Word",0,Hard,0,720,740
840,"Magic Squares In Grid",0,Medium,0,183,1317
835,"Image Overlap",0,Medium,0,560,753
833,"Find And Replace in String",0,Medium,0,426,503
831,"Masking Personal Information",0,Medium,0,88,339
829,"Consecutive Numbers Sum",0,Hard,0,545,684
825,"Friends Of Appropriate Ages",0,Medium,0,366,773
824,"Goat Latin",0,Easy,0,477,902
822,"Card Flipping Game",0,Medium,0,83,503
707,"Design Linked List",0,Medium,0,759,824
819,"Most Common Word",0,Easy,0,875,1990
817,"Linked List Components",0,Medium,0,462,1269
816,"Ambiguous Coordinates",0,Medium,0,130,239
812,"Largest Triangle Area",0,Easy,0,224,1083
811,"Subdomain Visit Count",0,Easy,0,636,793
810,"Chalkboard XOR Game",0,Hard,0,76,196
809,"Expressive Words",0,Medium,0,425,1070
808,"Soup Servings",0,Medium,0,182,591
806,"Number of Lines To Write String",0,Easy,0,269,958
800,"Similar RGB Color",1,Easy,0,65,408
794,"Valid Tic-Tac-Toe State",0,Medium,0,247,714
789,"Escape The Ghosts",0,Medium,0,214,362
788,"Rotated Digits",0,Easy,0,398,1332
782,"Transform to Chessboard",0,Hard,0,140,151
770,"Basic Calculator IV",0,Hard,0,85,744
558,"Logical OR of Two Binary Grids Represented as Quad-Trees",0,Medium,0,109,360
427,"Construct Quad Tree",0,Medium,0,303,464
762,"Prime Number of Set Bits in Binary Representation",0,Easy,0,296,379
756,"Pyramid Transition Matrix",0,Medium,0,344,367
755,"Pour Water",1,Medium,0,212,456
753,"Cracking the Safe",0,Hard,0,521,765
751,"IP to CIDR",1,Medium,0,101,814
749,"Contain Virus",0,Hard,0,127,297
748,"Shortest Completing Word",0,Easy,0,217,692
747,"Largest Number At Least Twice of Others",0,Easy,0,397,642
744,"Find Smallest Letter Greater Than Target",0,Easy,0,557,659
709,"To Lower Case",0,Easy,0,618,1787
734,"Sentence Similarity",1,Easy,0,207,342
722,"Remove Comments",0,Medium,0,427,1120
720,"Longest Word in Dictionary",0,Easy,0,800,950
717,"1-bit and 2-bit Characters",0,Easy,0,526,1325
711,"Number of Distinct Islands II",1,Hard,0,167,184
682,"Baseball Game",0,Easy,0,656,1201
681,"Next Closest Time",1,Medium,0,546,807
672,"Bulb Switcher II",0,Medium,0,158,937
671,"Second Minimum Node In a Binary Tree",0,Easy,0,744,1003
667,"Beautiful Arrangement II",0,Medium,0,380,682
666,"Path Sum IV",1,Medium,0,202,276
661,"Image Smoother",0,Easy,0,286,1207
660,"Remove 9",1,Hard,0,112,147
655,"Print Binary Tree",0,Medium,0,405,938
640,"Solve the Equation",0,Medium,0,279,575
639,"Decode Ways II",0,Hard,0,549,582
636,"Exclusive Time of Functions",0,Medium,0,956,1697
631,"Design Excel Sum Formula",1,Hard,0,96,97
618,"Students Report By Geography",1,Hard,0,75,97
614,"Second Degree Follower",1,Medium,0,79,553
609,"Find Duplicate File in System",0,Medium,0,530,681
606,"Construct String from Binary Tree",0,Easy,0,897,1226
601,"Human Traffic of Stadium",0,Hard,0,212,407
598,"Range Addition II",0,Easy,0,348,600
597,"Friend Requests I: Overall Acceptance Rate",1,Easy,0,171,390
596,"Classes More Than 5 Students",0,Easy,0,272,718
595,"Big Countries",0,Easy,0,557,736
593,"Valid Square",0,Medium,0,428,580
592,"Fraction Addition and Subtraction",0,Medium,0,215,338
591,"Tag Validator",0,Hard,0,97,447
579,"Find Cumulative Salary of an Employee",1,Hard,0,119,260
578,"Get Highest Answer Rate Question",1,Medium,0,46,539
575,"Distribute Candies",0,Easy,0,562,928
574,"Winning Candidate",1,Medium,0,79,319
564,"Find the Closest Palindrome",0,Hard,0,332,942
563,"Binary Tree Tilt",0,Easy,0,812,1533
555,"Split Concatenated Strings",1,Medium,0,59,208
553,"Optimal Division",0,Medium,0,191,1191
551,"Student Attendance Record I",0,Easy,0,364,912
545,"Boundary of Binary Tree",1,Medium,0,678,1186
541,"Reverse String II",0,Easy,0,545,1522
537,"Complex Number Multiplication",0,Medium,0,280,788
535,"Encode and Decode TinyURL",0,Medium,0,770,1625
533,"Lonely Pixel II",1,Medium,0,55,597
532,"K-diff Pairs in an Array",0,Medium,0,1028,1549
523,"Continuous Subarray Sum",0,Medium,0,1801,2498
522,"Longest Uncommon Subsequence II",0,Medium,0,201,643
521,"Longest Uncommon Subsequence I",0,Easy,0,369,4601
507,"Perfect Number",0,Easy,0,351,695
506,"Relative Ranks",0,Easy,0,310,609
500,"Keyboard Row",0,Easy,0,617,747
496,"Next Greater Element I",0,Easy,0,2193,2684
495,"Teemo Attacking",0,Medium,0,503,1011
492,"Construct the Rectangle",0,Easy,0,247,284
488,"Zuma Game",0,Hard,0,254,271
483,"Smallest Good Base",0,Hard,0,180,355
482,"License Key Formatting",0,Easy,0,558,858
481,"Magical String",0,Medium,0,123,740
479,"Largest Palindrome Product",0,Hard,0,99,1357
475,Heaters,0,Medium,0,848,918
469,"Convex Polygon",1,Medium,0,72,194
468,"Validate IP Address",0,Medium,0,441,1931
458,"Poor Pigs",0,Hard,0,537,1023
457,"Circular Array Loop",0,Medium,0,467,1512
453,"Minimum Moves to Equal Array Elements",0,Easy,0,728,1057
447,"Number of Boomerangs",0,Medium,0,448,745
444,"Sequence Reconstruction",1,Medium,0,351,1172
443,"String Compression",0,Medium,0,1127,2997
434,"Number of Segments in a String",0,Easy,0,280,833
423,"Reconstruct Original Digits from English",0,Medium,0,195,645
420,"Strong Password Checker",0,Hard,0,286,861
414,"Third Maximum Number",0,Easy,0,888,1578
412,"Fizz Buzz",0,Easy,0,1200,1462
408,"Valid Word Abbreviation",1,Easy,0,179,749
401,"Binary Watch",0,Easy,0,688,1214
400,"Nth Digit",0,Medium,0,444,1182
398,"Random Pick Index",0,Medium,0,609,788
393,"UTF-8 Validation",0,Medium,0,265,1199
388,"Longest Absolute File Path",0,Medium,0,694,1654
385,"Mini Parser",0,Medium,0,276,943
384,"Shuffle an Array",0,Medium,0,77,100
379,"Design Phone Directory",1,Medium,0,204,313
375,"Guess Number Higher or Lower II",0,Medium,0,970,1450
374,"Guess Number Higher or Lower",0,Easy,0,541,1984
372,"Super Pow",0,Medium,0,285,854
371,"Sum of Two Integers",0,Medium,0,1548,2593
365,"Water and Jug Problem",0,Medium,0,383,846
357,"Count Numbers with Unique Digits",0,Medium,0,523,969
356,"Line Reflection",1,Medium,0,158,373
351,"Android Unlock Patterns",1,Medium,0,451,774
349,"Intersection of Two Arrays",0,Easy,0,1225,1454
345,"Reverse Vowels of a String",0,Easy,0,911,1404
335,"Self Crossing",0,Hard,0,169,394
326,"Power of Three",0,Easy,0,663,1690
319,"Bulb Switcher",0,Medium,0,585,1178
306,"Additive Number",0,Medium,0,481,484
303,"Range Sum Query - Immutable",0,Easy,0,1165,1282
299,"Bulls and Cows",0,Medium,0,896,1016
293,"Flip Game",1,Easy,0,125,314
292,"Nim Game",0,Easy,0,733,1802
288,"Unique Word Abbreviation",1,Medium,0,125,1458
275,"H-Index II",0,Medium,0,518,797
274,H-Index,0,Medium,0,867,1427
273,"Integer to English Words",0,Hard,0,1346,3407
263,"Ugly Number",0,Easy,0,670,742
258,"Add Digits",0,Easy,0,1064,1251
246,"Strobogrammatic Number",1,Easy,0,261,528
237,"Delete Node in a Linked List",0,Easy,0,2294,8558
233,"Number of Digit One",0,Hard,0,362,706
223,"Rectangle Area",0,Medium,0,497,840
220,"Contains Duplicate III",0,Medium,0,1487,1586
219,"Contains Duplicate II",0,Easy,0,1189,1320
196,"Delete Duplicate Emails",0,Easy,0,521,760
195,"Tenth Line",0,Easy,0,184,238
194,"Transpose File",0,Medium,0,78,205
193,"Valid Phone Numbers",0,Easy,0,179,480
172,"Factorial Trailing Zeroes",0,Easy,0,1172,1339
166,"Fraction to Recurring Decimal",0,Medium,0,1057,2164
165,"Compare Version Numbers",0,Medium,0,760,1657
163,"Missing Ranges",1,Easy,0,480,2071
162,"Find Peak Element",0,Medium,0,2475,2495
158,"Read N Characters Given Read4 II - Call multiple times",1,Hard,0,593,1284
157,"Read N Characters Given Read4",1,Easy,0,360,2338
156,"Binary Tree Upside Down",1,Medium,0,330,1022
151,"Reverse Words in a String",0,Medium,0,1482,3139
149,"Max Points on a Line",0,Hard,0,1086,2294
125,"Valid Palindrome",0,Easy,0,1734,3538
89,"Gray Code",0,Medium,0,770,1722
88,"Merge Sorted Array",0,Easy,0,3326,4962
87,"Scramble String",0,Hard,0,728,780
69,Sqrt(x),0,Easy,0,1775,2217
68,"Text Justification",0,Hard,0,895,1847
66,"Plus One",0,Easy,0,2080,2976
65,"Valid Number",0,Hard,0,856,5462
58,"Length of Last Word",0,Easy,0,948,2972
50,"Pow(x, n)",0,Medium,0,2085,3583
38,"Count and Say",0,Easy,0,258,970
30,"Substring with Concatenation of All Words",0,Hard,0,1147,1402
29,"Divide Two Integers",0,Medium,0,1545,6250
28,"Implement strStr()",0,Easy,0,2150,2239
27,"Remove Element",0,Easy,0,1907,3299
26,"Remove Duplicates from Sorted Array",0,Easy,0,3482,6411
12,"Integer to Roman",0,Medium,0,1479,2937
8,"String to Integer (atoi)",0,Medium,0,32,75
7,"Reverse Integer",0,Easy,0,4300,6636
6,"ZigZag Conversion",0,Medium,0,2164,5465
1746,"Maximum Subarray Sum After One Operation",1,Medium,,26,0
1427,"Perform String Shifts",1,Easy,,70,0
